sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message,commit_timestamp
c39e9a8f527b79881b95f64fd1c413b4bff42983,False,1,6,90,43,15.0,67,804,737,0.3603082851637765,0.628131021194605,0.7784200385356455,9457,1929,112,5,"Tracing: Trace to profiles (#76670)

* Update Tempo devenv to include profiles

* Update devenv to scrape profiles from local services

* Cleanup devenv

* Fix issue with flame graph

* Add width prop to ProfileTypeCascader

* Add trace to profiles settings

* Add new spanSelector API

* Add spanSelector to query editor

* Update span link query

* Conditionally show span link

* Combine profile and spanProfile query types and run specific query type in backend based on spanSelector presence

* Update placeholder

* Create feature toggle

* Remove spanProfile query type

* Cleanup

* Use feeature toggle

* Update feature toggle

* Update devenv

* Update devenv

* Tests

* Tests

* Profiles for this span

* Styling

* Types

* Update type check

* Tidier funcs

* Add config links from dataframe

* Remove time shift

* Update tests

* Update range in test

* Simplify span link logic

* Update default keys

* Update pyro link

* Use const",1698833664
e64cb8541f33cf1891c74ea64bcaf5e13d5b50c3,False,1,2,42,35,21.0,17,65,48,0.4444444444444444,0.0,0.0,3851,505,70,5,Pyroscope: Send start/end with profile types query (#77523),1704382547
95258914553daf8e2dc72edffcfe0688716b536e,False,1,7,19,5,2.7142857142857144,24,76,52,0.4,1.0,0.9666666666666667,10656,1443,201,4,Pyroscope: Add limit number of series returned by the data source (#95780),1731079349
f7aab06e236aa04f405f4230a19b54468abc1220,False,1,4,515,282,128.75,601,78,-523,0.8596491228070176,0.4982456140350877,0.8245614035087719,2294,358,55,20,Pyroscope: Remove support for old pyroscope (#74683),1695110968
1cbae72a9e1506a416cffe53ba4c61fe7ca95644,False,1,2,49,44,24.5,13,52,39,0.6451612903225806,1.0,0.9032258064516129,3185,506,74,4,Pyroscope: Fix backend panic when querying out of bounds (#76053),1696597400
63777ea368f02657ac5871a24d7c55d31137bb23,False,1,6,755,279,125.83333333333333,461,1214,753,0.3333333333333333,0.6974789915966386,0.16806722689075632,6300,970,157,40,Phlare: Support both Phlare and Pyroscope backends (#66989),1682431698
69a14b9a5e4cddd9073b236bb40230351ef3395c,False,1,5,134,113,26.8,67,112,45,0.22857142857142856,1.0,1.0,4835,752,116,10,Phlare: ability to set maxNodes parameter (#67017),1682585411
1c535615210325597ac1e036585c2b22efa2af00,False,1,2,65,48,32.5,50,131,81,0.25316455696202533,0.4936708860759494,0.0379746835443038,3654,484,65,7,"Pyroscope: Improve label suggestions in query editor (#78861)

* Send sanitized selectors to the Pyroscope backend for LabelNames and LabelValues

* Clean LabelNames response to remove already used labels

* Improve performance after major changes

* Fix import order

* Further improve rendering performance

* Fix frontend tests

* Fix fake pyroscope client signature

* Bump pyroscope/api dependency to include start/end in LabelNames/LabelValues

* Fix issue with old queries running when using the run button

* Add generated file

* Make code more readable, add a few comments

* Format with prettier

* Fix error when assigning data

* Revert ""Add generated file""

This reverts commit c4f33727b8db6b934d14a3a0dfb6f4ce4174a406.

* Remove leftover code

* Simplify query editor internal state objects

* Move label selector validation up, improve label filtering

* Simplify query editor state, switch to debounce to reduce rerenders

* Revert cosmetic change",1701969090
feaaf96269090c885c0a132093e091ae0672b0c3,False,1,4,107,58,26.75,146,57,-89,0.6619718309859155,1.0,0.04225352112676056,11065,1515,309,10,"RBAC: Remove folder guardians part 2 (#104645)

* replace usage of folder guardians with access control evaluators

* remove NewByFolderUID guardian

* bring up to date

* fix test

* more test fixes, and don't fetch the folder before evaluating lib element access

* change what error is returned

* fix alerting test

* try to fix linter errors

* replace the use of newByFolder guardian with direct access control evaluator checks

* remove newByFolder guardian

* remove unintentional changes

* remove unintentional changes

* undo unwanted change",1747430707
2014d27defe5668ba07913cec6f2186c90eaaab2,False,1,2,13,9,6.5,54,1089,1035,1.0,0.9285714285714286,0.9523809523809523,6766,2054,2,0,"Alerting: Add alert rule version history - part1 (#99490)

* Add alertingRuleVersionHistory feature toggle

* WIP: Add version history tab

* revert temp change in index.ts

* wip2

* --wip--

* sync code with the BE changes in the endpoint

* add translations

* Add translations

* use ff only for restore feature

* WIP: Add tracking, make version required, and start mapping dif results
Co-authored-by: Tom Ratcliffe <tom.ratcliffe@grafana.com>

* Tweak more translations and improve types

* Add button to show/hide JSON diff

* update type for top level rule fields

* Create types

* Make updated_by/version properties optional

* Update mocks to remove updated by and version

* add comments to restore code

* rename fetature flag, as we use this one only for the restore feature

* Update version history to handle special cases

* Add diff numbers

* Fix conflicts

* Move generic computeVersionDiff to a utils file

* Update DOM structure of version summary and tidy up types

* Add tests for version comparison logic

* Lint fix utils file

* Rename props and add docs

* Change to EmptyState and log when no versions

* Remove CreatedBy component and simplify

* Add missing i18n for version history

* add test for computeVersionDiff

* update test

* fix number diff order and add a test

* fix prettier

* fix prettier

* Add promise resolve back in

* Rename to humanReadableDiff and tweak translation

* Show tab for recording rules as well

* Split components out to separate files

* Add optional interval seconds

* Update i18n

* Remove commented code

* Remove value

* Remove unneeded version

* Consistent rendering of updated by

* Mode parseVersionInfo to a separate pure function

* update invalidate/provide tags for getAlertVersionHistory

* Use checkedVersions state only in the parent component

* update getSpecialUidMap name and create an interface

* Fix prettier

* update tab description

* use set instead of map for checkedVersions

---------

Co-authored-by: Tom Ratcliffe <tom.ratcliffe@grafana.com>",1739795132
7128415529846abf8c8824b687f078dc3087c0f7,False,1,2,29,27,14.5,13,16,3,1.0,1.0,1.0,5108,730,152,12,"Auth: Add more context to logs around token rotation, revocation (#78600)

Add more context to logs around token rotation, revocation

Co-authored-by: Karl Persson <kalle.persson@grafana.com>",1700754534
025b2f3011821bb7e6ab4781e252f3a1ecd19130,False,1,374,3116,70,8.331550802139038,2528,2528,0,,,0.0,532129,82026,16232,1280,Chore: use any rather than interface{} (#74066),1693410407
bd7850853e34d8f193d4d31999ac9063354e1121,False,1,17,876,244,51.529411764705884,161,1419,1258,0.553038105046344,0.831101956745623,0.9948506694129763,19686,2872,486,62,"Auth: Attach external session info to Grafana session (#93849)

* initial from poc changes

* wip

* Remove public external session service

* Update swagger

* Fix merge

* Cleanup

* Add backgroud service for cleanup

* Add auth_module to user_external_session

* Add tests for token revocation functions

* Add secret migration capabilities for user_external_session fields

* Cleanup, refactor to address feedback

* Fix test",1728378209
382b24742ab8b124af072533f74027a1a103b037,False,1,20,500,145,25.0,261,813,552,0.5738916256157636,0.9236453201970444,0.9359605911330049,33066,4471,651,46,"Auth: Add feature flag to move token rotation to client (#65060)

* FeatureToggle: Add toggle to use a new way of rotating tokens

* API: Add endpoints to perform token rotation, one endpoint for api request and one endpoint for redirectsd

* Auth: Aling not authorized handling between auth middleware and access
control middleware

* API: add utility function to get redirect for login

* API: Handle token rotation redirect for login page

* Frontend: Add job scheduling for token rotation and make call to token rotation as fallback in retry request

* ContextHandler: Prevent in-request rotation if feature flag is enabled and check if token needs to be rotated

* AuthN: Prevent in-request rotation if feature flag is enabled and check if token needs to be rotated

* Cookies: Add option NotHttpOnly

* AuthToken: Add helper function to get next rotation time and another function to check if token need to be rotated

* AuthN: Add function to delete session cookie and set expiry cookie

Co-authored-by: Ieva <ieva.vasiljeva@grafana.com>",1679578744
88259da745a82adcc1776c29be810519b3abc0ec,False,1,2,38,36,19.0,12,29,17,0.0,0.5454545454545454,0.0,5116,664,146,8,"RBAC: Optimize permissions caching (#92673)

* Access control: Use composite cache key for team permissions

* use composite key for teams

* use cache for hotpath (getCachedUserPermissions)

* don't cache empty teams set

* don't pass permissions as argument

* early return if no teams found

* reload cache correctly

* optimize allocations

* Clear user's teams cache

* remove composite cache for teams

* fix linter

* don't clear teams permissions

* pre-allocate memory for basic roles permissions",1725371216
21d4a4f49ee4d74119089c5c2e2d2d6878f4faa0,False,1,46,305,54,6.630434782608695,211,229,18,0.8571428571428571,0.8571428571428571,0.0,81887,11445,2408,87,Auth: use IdentityType from authlib (#91763),1723444013
680e6bc1f8f43da3a99313522bdfb638e825a3c4,False,1,98,525,44,5.357142857142857,376,394,18,0.0,0.0,1.0,150834,22121,4305,84,Authlib: Use types package rather than claims  (#99243),1737450415
d89235aa8cba47205e5a8530def0ac5774a730f4,False,1,2,57,43,28.5,34,77,43,0.17857142857142858,0.8571428571428571,0.42857142857142855,5285,703,152,5,"IAM: fix GetSearchPermissionCacheKey uniqueness (#95192)

* fix: Change users permissions search to use a consistent key without collisions

* Move HashString to cacheutils

* Change error handling logic for what to do with a cache key

* Add a test that confirms search cache key consistency",1729715850
0302b757213279c826ebd184a4d687e5e2f15919,False,1,2,21,17,10.5,65,163,98,0.03529411764705882,1.0,1.0,4165,562,127,3,Access control: Use search options for computing permissions cache key (#87589),1715332012
e0163c93c2fc7d436190335e7621cf4f1a7694de,False,1,13,572,113,44.0,142,496,354,0.29842931937172773,0.6387434554973822,0.5026178010471204,11982,1908,293,52,"Zanzana: reconcile generic schema (#95492)

* Rename to CheckObject

* Implement authz.AccessClient

* Move folder tree to reconciler and use new schema

* Move shared functionality to common package

* Add reconciler for managed permissions and resource translations

* Add support for folder resources",1730129536
9f66843915ad7d8a1f1045d92820e1692f220738,False,1,5,134,73,26.8,68,66,-2,0.0,0.0,0.0,8008,1180,230,22,"Zanzana: use namespace when performing reconciliation (#96205)

* Special handling for zanzana reconciliation if stack id is configured

* remove sync call",1731329329
7b4cea8151e27c1ccaca1d1577958f5daf0e03f1,False,1,24,443,151,18.458333333333332,294,356,62,1.0,1.0,0.0,44361,6479,1145,78,"Chore: StoreSplit tag service (#55453)

* move tag service outside

* fix dashboard

* fix test

* lint

* fix linter

* remove spew",1663761841
b573b19ca379a2b38f7edf99cd1f421ea74f29c2,False,1,31,725,268,23.387096774193548,822,497,-325,0.11627906976744186,0.20930232558139536,0.06976744186046512,56059,8080,1686,133,"Chore: Remove dashboards from models pkg (#61578)

* Copy dashboard models to dashboard pkg

* Use some models from current pkg instead of models

* Adjust api pkg

* Adjust pkg services

* Fix lint

* Chore: Remove dashboards models

* Remove dashboards from models pkg

* Fix lint in tests

* Fix lint in tests 2

* Fix for import in auth

* Remove newline

* Revert unused fix",1674046361
debbb8d59d0213deadf1b4e67ba03eb68cb95059,False,1,10,329,157,32.9,304,212,-92,0.9333333333333333,0.9166666666666666,0.0,17544,2399,466,16,"sqlstore: finish removing Find and SearchDashboards (#49347)

* chore: replace artisnal FakeDashboardService with generated mock

Maintaining a handcrafted FakeDashboardService is not sustainable now that we are in the process of moving the dashboard-related functions out of sqlstore.

* sqlstore: finish removing Find and SearchDashboards

Find and SearchDashboards were previously copied into the dashboard service. This commit completes that work, removing Find and SearchDashboards from the sqlstore and updating callers to use the dashboard service.

* dashboards: remove SearchDashboards from Store interface

SearchDashboards is a wrapper around FindDashboard that transforms the results, so it's been moved out of the Store entirely and the functionality moved into the Dashboard Service's search implementation.

The database tests depended heavily on the transformation, so I added testSearchDashboards, a copy of search dashboards, instead of (heavily) refactoring all the tests.",1653398695
4b551ae532ec5c98b77397d27ca5da65a39769c2,False,1,5,45,21,9.0,125,131,6,0.0,0.3333333333333333,1.0,9406,1312,269,5,"Chore: Remove result field from dashboards (#65249)

remove result field from dashboards",1680154192
01b3e56706932fecc18c0d4551de01ea6c16aab5,False,1,2,72,71,36.0,12,128,116,0.04716981132075472,1.0,1.0,10546,1563,299,5,K8s Dashboards: Fix Tags (#98417),1735839503
7430a18bd3a5a6cc80c5784e39d22185e5701dc5,False,1,1,27,27,27.0,5,31,26,0.0,0.6,0.85,14224,1936,454,3,"Dashboards: Fix missing folder info in /search for dashboards (#104666)

Dashboards: add missing folder info to /search",1745979832
8c753999df89f67fe961a3f161ad81efa2a596b3,False,1,6,518,272,86.33333333333333,258,623,365,0.9191919191919192,0.6902356902356902,0.7407407407407407,14559,1911,498,64,"chore: replace artisanal FakeDashboardService with generated mock (#49276)

* chore: replace handmade FakeDashboardService with generated mock

Maintaining a handcrafted FakeDashboardService is not sustainable now that we are in the process of moving the dashboard-related functions out of sqlstore.

* remove dialect global variable",1653318867
71dd335bf8c920f3f74bb80166b2418d5907cb1c,False,1,2,33,31,16.5,17,22,5,,,,3997,555,123,1,"Chore: Deprecate FolderID in Hit (#77623)

* Chore: Deprecate FolderID in Hit

* chore: regen specs

* chore: remove accidental deprecation comment",1699368714
3bda112c5f62e8bdc47190c2a4d090293f1e2a27,False,1,8,137,62,17.125,64,127,63,1.0,1.0,1.0,15017,2226,435,17,"Chore: Move search model from models package to search service (#62215)

* Chore: Move search model from models package to search service

* Remove unused imports

* Cleanup after merge",1675088273
67be9aeed67cfd89516f0a3ff60c79b4830e5bf0,False,1,19,171,58,9.0,99,356,257,0.07772020725388601,0.9119170984455959,0.8082901554404145,53749,8224,1530,41,K8s: Search fallback: Support all sort by methods (#100776),1739903411
42ae2fb02695281956e3787f7dbaa0cbb58e6d08,False,1,1,8,8,8.0,5,30,25,0.0,0.8,0.8,1943,304,63,2,"fix(unified-storage): add missing dashboard legacy_id when in legacy read mode (#101944)

* add missing dashboard legacy_id when in modes 0-2",1741712194
03f7a7d89d38d1d34614308f517fd8cc350efa1d,False,1,8,339,282,42.375,70,687,617,0.04990757855822551,0.7338262476894639,0.9796672828096118,18970,3003,580,21,K8s: Dashboards: Add search to dashboard service (#98395),1735832385
7e5544ab21da88ec2bf987ee6583fcf9bbb944bf,False,1,25,132,22,5.28,3,129,126,0.0,0.34065934065934067,0.5934065934065934,54611,8091,1564,63,Add MFolderIDsServiceCount to count folderIDs in services pkg (#81237),1706177435
03a626f1d6399c2300cc420c0b5aebc5a9af43be,False,1,11,218,81,19.818181818181817,236,706,470,0.07160493827160494,0.745679012345679,0.9679012345679012,29816,4411,910,21,"Search: Fix empty folder details for nested folder items (#76504)

* Introduce dashboard.folder_uid column

* Add data migration

* Search: Fix empty folder details for nested folders

* Set `dashboard.folder_uid` and update tests

* Add unique index

* lint

Ignore cyclomatic complexity of func
`(*DashboardServiceImpl).BuildSaveDashboardCommand

* Fix search by folder UID",1698131085
1467d4b3e3a783cefbd53dff3b525da65eb6909c,False,1,9,1016,643,112.88888888888889,443,645,202,0.12956810631229235,0.584717607973422,0.7641196013289037,54815,6707,1350,18,"[search] Legacy search fallback support legacy query params (#99765)

* add support for deleted query param

* support tag query param in modes 2 and below

* handle dashboardIds

* hhandle dashboardUIDs

* handle folderUIDs query param

* handle page query param when hitting legacy storage

* handle sort query param

* handle type query param

* re-enable search fallback

* remove folder search workaround and fix /api/search to return both folders and dashboards when no title or type is provided

---------

Co-authored-by: Stephanie Hingtgen <stephanie.hingtgen@grafana.com>",1738859447
