sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message
1dd7532846dabc2758696bc7b2ba060959c0bfcd,False,1,2,68,64,34.0,22,295,273,0.09230769230769231,0.19487179487179487,0.8051282051282052,5393,844,176,5,"Support `packer plugins installed` plugins in JSON (and HCL without required block)  (#11712)

* Parse plugins from nested installed directories in json/non-required block HCL

* Add Packer Plugins installed test

* Add checksum validation for multi-component plugins installed by the packer plugins subcommand (#11732)

This change copies a bit of the logic in hcl2template/plugin in order to
strengthen the check for multi-component plugins installed via the
`packer plugins install` commands.

* Replace ioutil with os pkg

In go1.16 the ioutil std lib package was deprecated in favor of the os
and io packages. This change just updates all Temp creation methods to
their os pkg equivalents.

Co-authored-by: Wilken Rivera <wilken@hashicorp.com>"
291121dd5524d3b892a6d2a288531ffc8532dd86,False,1,31,1264,146,40.774193548387096,210,1732,1522,0.13702928870292888,0.551255230125523,1.0,32865,5480,918,66,(2) Implement datasources (#10440)
0666b787fc97eacd09616505684e6f3ba4d18f69,False,1,1,2,2,2.0,34,120,86,0.23255813953488372,1.0,1.0,1437,234,58,1,allow plugins with registered items with name from plugin.DEFAULT_NAME string constant to be passthroughs to the plugin binary suffix
925cb5e5411d670af9f9e729b8a61daeb4f8b62d,False,1,3,60,55,20.0,3,222,219,0.1657754010695187,0.8502673796791443,1.0,858,172,36,4,"hcp: support HCP_PROJECT_ID environment variable

With HCP supporting multi-projects now, Packer needs to take it into
account when picking a project from an organisation.

This commit adds two cases:

1. multiple projects are defined, none is supplied through
   HCP_PROJECT_ID: in this case we will default to the oldest project
   defined for the organisation.

2. we supply HCP_PROJECT_ID: in this case, we pick the project with the
   corresponding ID, and use it for publishing metadata."
38101a64c9650798cd60ea873227a5828bf1525a,False,1,3,123,118,41.0,43,84,41,0.0,0.0,1.0,1024,210,46,6,"hcp: Add support for project level service principals

HCP supports two types of service principals: Organization-level and project-level.
When a user tries to publish to an active HCP Packer registry using a plsp the client
fails when configuring the client due to a API permission error; namely plsp do not have
the permissions to query an org for a list of projects. Setting the HCP_PROJECT_ID does
not resolve the issue because the call to ListProjects is still executed.

This changes updates the client configuration params to obtain both the HCP Organization and
Project IDs that will be used for connecting to the HCP Packer registry. With this change
if a user provides a project Id via the HCP_PROJECT_ID environment variable no call to ListProjects will
be made. Instead the value will be take as is and used to create the connection. A user connecting with
a project level service principals must provide a valid HCP_PROJECT_ID in order to connect."
f7a0df4bd189b556bf5321178c17ef47e42471a1,False,1,1,224,224,224.0,78,147,69,0.18309859154929578,0.18309859154929578,1.0,2405,397,95,7,"Reduce the number of nest plugin scans

Packer will try to discover installed plugins in all of the directories
defined by packer.KnowPluginFolders. In a previous release logic was
added to scan nested directories in order to load plugins installed by
`packer plugins install`. This change resulted in a nested directory
scan for each folder within the KnownPluginFolders slice.

This change reduces the nested directory scan to only the directories
where plugins would have been installed using `packer plugins install`"
a534c743cf21e9cd6bcb97367254f99767a24582,False,1,23,1681,405,73.08695652173913,27,3124,3097,0.19703622392974754,0.6317233809001098,0.8748627881448957,21352,3644,618,71,"HCP Packer registry enabled Packer client (#11154)

* Add working registry pkg

* Add custom error for handling the loading of PAR environment variables

* Working Publish to Build, with proper error handling for bucket names

* Update hcp-sdk-go to use branch instead of mod replace directive

* Update Packer build status configuration

* Add support for HCP_PACKER_BUILD_FINGERPRINT env

* Add support for publishing one or more PARtifacts from a single build

* add git shas to this branch

* Add ability to set provider name if available

* Add working RegistryBuilder type

* Add RegistryPostProcessor as wrapper post-processor

* When in PAR mode a empty RegistryPostProcessor is added to the end of
  the post-processor list to publish all final image data.

* Add support for updating a build from PAR that is not in a DONE state

* Fix a small issue with creation the initial builds for an empty
  iteration.

* Add PAR URL to post-processor display

* Implement hcp_packer_registry block (#11168)

* Update vendored Amazon plugin to v1.0.1-dev

* Fix panic when running a Packer registry build in a clean directory

* Remove the publishing of post-processor metadata from the registry
  post-processor.

* Remove metadata add from registry_builder

* Update registry builder to skip a build that was found to be DONE

Co-authored-by: Megan Marsh <megan@hashicorp.com>
Co-authored-by: Sylvia Moss <moss@hashicorp.com>"
ca197afe9b70398bc0e9ee6f27fd6e6cc6ef7f83,False,1,9,109,37,12.11111111111111,55,263,208,0.4444444444444444,1.0,0.9572649572649573,12377,2188,365,20,"hcp: remove superfluous return value on GetBuilds

This commit irons out one of the pain points of the HCP rework by
introducing a HCPPublisher interface, implemented both by the JSON Core,
and the HCL2 PackerConfig, which keeps a map of the build names used by
Packer to the build names pushed on HCP.

This in turn lets us go back to the old implementation of the GetBuilds
function, which returns a list of (filtered) builds, and eventually an
error if something went wrong while processing."
606e6c48f1dc005db58902e73d0d3f2d6caa5d67,False,1,25,521,76,20.84,289,301,12,1.0,1.0,1.0,12963,2325,402,70,"internal: reorganise registry/HCP code

This commit reorganises the code for both the registry/API and the
Orchestrator/Registry.

The main difference with the previous version is how stuff is exposed.
Now we only expose a Registry interface to the outside (previously named
Orchestrator), which has several implementations: null is the default,
and is returned if HCP is not enabled.

The other implementations being HCL/JSON, both private to the hcp
sub-package.

The api (previously `registry') is the set of functionality that
abstracts and calls the HCP API.
It was meant to be merged with the `hcp' package, but because of a
dependency loop with the datasources, both are separated for now."
3ddb17ad86c65c10cd246bec9da763e8b1c7c254,False,1,5,53,41,10.6,16,77,61,0.0,1.0,1.0,7829,1263,209,9,Don't allow data sources to be used inside data sources (#10559)
774c5903f6b4f6a5c6a862afedbf51674e495b95,False,1,4,158,68,39.5,45,313,268,0.0,1.0,0.9117647058823529,9348,1513,262,7,Add error-cleanup-provisioner to HCL2 (#10604)
0785c2f6fca9c22bf25528e0176042799dd79df9,False,1,284,6264,331,22.056338028169016,3144,5928,2784,0.54182156133829,0.9842007434944238,0.9879182156133829,310891,39045,4991,505,"build using HCL2 (#8423)

This follows #8232 which added the code to generate the code required to parse
HCL files for each packer component.

All old config files of packer will keep on working the same. Packer takes one
argument. When a directory is passed, all files in the folder with a name
ending with  “.pkr.hcl” or “.pkr.json” will be parsed using the HCL2 format.
When a file ending with “.pkr.hcl” or “.pkr.json” is passed it will be parsed
using the HCL2 format. For every other case; the old packer style will be used.

## 1. the hcl2template pkg can create a packer.Build from a set of HCL (v2) files

I had to make the packer.coreBuild (which is our one and only packer.Build ) a public struct with public fields

## 2. Components interfaces get a new ConfigSpec Method to read a file from an HCL file.

  This is a breaking change for packer plugins.

a packer component can be a: builder/provisioner/post-processor

each component interface now gets a `ConfigSpec() hcldec.ObjectSpec`
which allows packer to tell what is the layout of the hcl2 config meant
to configure that specific component.

This ObjectSpec is sent through the wire (RPC) and a cty.Value is now
sent through the already existing configuration entrypoints:

 Provisioner.Prepare(raws ...interface{}) error
 Builder.Prepare(raws ...interface{}) ([]string, error)
 PostProcessor.Configure(raws ...interface{}) error

close #1768


Example hcl files:

```hcl
// file amazon-ebs-kms-key/run.pkr.hcl
build {
    sources = [
        ""source.amazon-ebs.first"",
    ]

    provisioner ""shell"" {
        inline = [
            ""sleep 5""
        ]
    }

    post-processor ""shell-local"" {
        inline = [
            ""sleep 5""
        ]
    }
}

// amazon-ebs-kms-key/source.pkr.hcl

source ""amazon-ebs"" ""first"" {

    ami_name = ""hcl2-test""
    region = ""us-east-1""
    instance_type = ""t2.micro""

    kms_key_id = ""c729958f-c6ba-44cd-ab39-35ab68ce0a6c""
    encrypt_boot = true
    source_ami_filter {
        filters {
          virtualization-type = ""hvm""
          name =  ""amzn-ami-hvm-????.??.?.????????-x86_64-gp2""
          root-device-type = ""ebs""
        }
        most_recent = true
        owners = [""amazon""]
    }
    launch_block_device_mappings {
        device_name = ""/dev/xvda""
        volume_size = 20
        volume_type = ""gp2""
        delete_on_termination = ""true""
    }
    launch_block_device_mappings {
        device_name = ""/dev/xvdf""
        volume_size = 500
        volume_type = ""gp2""
        delete_on_termination = true
        encrypted = true
    }

    ami_regions = [""eu-central-1""]
    run_tags {
        Name = ""packer-solr-something""
        stack-name = ""DevOps Tools""
    }
    
    communicator = ""ssh""
    ssh_pty = true
    ssh_username = ""ec2-user""
    associate_public_ip_address = true
}
```"
77a29fc2f8797a962e3c00218bdcc822d8f3e170,False,1,4,59,22,14.75,82,98,16,1.0,0.0,0.09375,4614,734,115,7,"Allow to have `dynamic` blocks in a `build` block + tests (#10825)

This :
* allows to have a `build.dynamic` block
* add tests
* makes sure to show a correct message when a source was not found
  * display only name of source (instead of a weird map printout) 
  * use a ""Did you mean %q"" feature where possible 


Because dynamic blocks need all variables to be evaluated and available, I moved parsing of everything that is not a variable to ""after"" variables are extrapolated. Meaning that dynamic block get expanded in the `init` phase and then only we start interpreting HCL2 content.

After #10819 fix #10657"
a766d59d82c129a40f8612e648cde2d051a91fba,False,1,3,149,126,49.666666666666664,39,110,71,0.14285714285714285,0.14285714285714285,1.0,5228,878,150,4,packer init: better error handling with a special care for gh rate limit errors  (#11330)
eb8e3029416665c7f62d85792bee07c7a1dc99ff,False,1,3,40,21,13.333333333333334,7,178,171,0.7619047619047619,0.6666666666666666,1.0,7770,1304,212,8,"hcl2_upgrade: special case: vsphere fix (#11216)

* fix typo

* hcl2_upgrade: special case linux_options and network_interface to block instead of maps

* Update hcl2_upgrade_test.go

* Update hcl2_upgrade_test.go

remove unused code

* hcl2_upgrade: support strftime too (#11220)

* hcl2_upgrade strftime function
* create legacy_strftime.mdx"
17ec88246fc33c50702480182d6423ff05038c56,False,1,1,106,106,106.0,12,214,202,0.7717391304347826,0.9021739130434783,0.7717391304347826,2585,442,79,9,"hcl2_upgrade update (#10221)

* handle template_dir, pwd funcs, handle min_packer_version
* gotpl packer_version becomes hcl2 packer.version
* uuid becomes hcl2 uuidv4
* test code with emojis
* handle all cases were we cannot guess what the argument was
* handle clean_resource_name cases
* up docs"
98990fc34e933ad935e589fede79cd8d2ceccb51,False,1,1,41,41,41.0,22,131,109,0.0,0.6,1.0,6514,1107,193,2,"hcl2_upgrade: allow to hcl2_upgrade with unknown builders, just log errors (#11049)"
48de1fc7da54974f9244da2f51495b07e2f37f72,False,1,6,340,124,56.666666666666664,47,432,385,0.26903553299492383,0.5177664974619289,0.4416243654822335,6832,1137,181,14,"allow datasources to use other datasources
create a null data source for testing. We can choose to document if we want to, but it's a convenience for us

add a test to catch cyclic datasource dependency, update tests to include out of order data sources, and update the code to clean up the returned diagnostics generated from the recursive evaluation

PR review comments"
591b684f088de9a38a4af20c19fd2031de3893e3,False,1,3,229,121,76.33333333333333,85,313,228,0.0,0.8666666666666667,0.8611111111111112,4061,652,101,11,Fix HCL2 local variables decoding to allow local usage within another local in the same locals block (#8755)
c0a6623ea2daedea3686679d61fda6571c0a64bc,False,1,2,79,77,39.5,6,203,197,0.20261437908496732,0.5359477124183006,0.20915032679738563,4183,676,117,6,teach HCL mode builds to honor -only and -except options (#8947)
193dad46e6d15ae4ffc49a3a176c2933419ba81c,False,1,97,16349,2696,168.5463917525773,897,22809,21912,0.23177706145367577,0.3452220027035458,0.6878444421337215,138870,21774,4760,567,"Hcl2 input variables, local variables and functions (#8588)

Mainly redefine or reused what Terraform did.

* allow to used `variables`, `variable` and `local` blocks
* import the following functions and their docs from Terraform: abs, abspath, basename, base64decode, base64encode, bcrypt, can, ceil, chomp, chunklist, cidrhost, cidrnetmask, cidrsubnet, cidrsubnets, coalesce, coalescelist, compact, concat, contains, convert, csvdecode, dirname, distinct, element, file, fileexists, fileset, flatten, floor, format, formatdate, formatlist, indent, index, join, jsondecode, jsonencode, keys, length, log, lookup, lower, max, md5, merge, min, parseint, pathexpand, pow, range, reverse, rsadecrypt, setintersection, setproduct, setunion, sha1, sha256, sha512, signum, slice, sort, split, strrev, substr, timestamp, timeadd, title, trim, trimprefix, trimspace, trimsuffix, try, upper, urlencode, uuidv4, uuidv5, values, yamldecode, yamlencode, zipmap."
2b0e0d4eab8dd197649c30f59ed9dfa8ab42351a,False,1,13,1116,182,85.84615384615384,0,1863,1863,0.10655737704918032,0.7407786885245902,0.9661885245901639,4658,798,107,25,"add hcl2template pkg

Package hcl2template defines code to parse hcl2 template files correctly.

In order to configure a packer builder,provisioner,communicator and post
processor.

Checkout the files in testdata/complete/ to see what a packer config could
look like."
a70164f489f57c7428da50ddeb08b5a704cc1c71,False,1,1,4,4,4.0,3,37,34,0.0,1.0,1.0,2006,339,49,1,"HCL2: when the type of a variable is not known evaluate setting as a litteral. (#9863)

* tests
* docs"
5d17d7fe65f9e26fbf7cce96449161e91bb37fb7,False,1,3,123,108,41.0,62,61,-1,0.5,1.0,0.0,9811,1611,263,10,"prevent duplicate local block creation (#11534)

* prevent duplicate local block creation

* remove duplicate locals block bug

* local variables: first get block, then decode it + simplify retry loop

* Update types.packer_config.go

* revert go get of hcl lib"
91d73324714145cefb8148beb55a7047f65266d1,False,1,4,374,252,93.5,39,337,298,0.1984732824427481,0.4580152671755725,1.0,3123,534,78,8,"add basic code for variable validation parsing

* hcl2template/addrs.ParseRef will parse a reference and tell for example if we
  are referring to a variable and its name, for now it can only do that and in
  the future it improved when we need to most of it is from the TF code. This
  is used to tell wether a variable vas referenced in a variable validation
  condition; for now.
* Added Validations blocks to the hcl2 Variable struct and code to
  parse/validate that."
06b35c39de300057c68e140677044b36f34fc509,False,1,2,61,40,30.5,53,182,129,0.011494252873563218,0.4942528735632184,1.0,2221,368,70,4,"hcp packer registry build labels (#11401)

* Add basic support for build_labels argument

* Update support for build_labels configuration argument

* Update complete test-fixture with a build_labels configuration
* Add test for deprecated labels argument
* Add deprecation for hcp_packer_registry.labels

When using the now deprecated labels argument of the new bucket_labels a
Warning will be presented to the user.

```
~>  HCP_PACKER_BUILD_FINGERPRINT=356786543567865456789656789 packer
build source.pkr.hcl
Warning: the argument hcp_packer_registry.labels has been deprecated and will be removed in a future release; please use hcp_packer_registry.bucket_labels
```

When trying to use both bucket_labels and labels together an error is
presented to the user.
```
~>  HCP_PACKER_BUILD_FINGERPRINT=ss6786543567865456789656789 packer
build source.pkr.hcl
Error: hcp_packer_registry.labels and hcp_packer_registry.bucket_labels are mutely exclusive; please use the recommended argument hcp_packer_registry.bucket_labels

  on source.pkr.hcl line 17:
    (source code not available)

```

* Update documentation for build_labels

* Apply suggestions from code review

Co-authored-by: Adrien Delorme <azr@users.noreply.github.com>

* Update hcl2template/types.build.hcp_packer_registry.go

Co-authored-by: Adrien Delorme <azr@users.noreply.github.com>"
b763b79d9faf6c484787e46e601bd76a614e28a1,False,1,3,66,37,22.0,27,121,94,0.0,0.49019607843137253,1.0,8267,1356,236,4,implement contextual variable packer.iteration_id
92d4553890814ce921189e73c2d02c973c2cda41,False,1,1,2,2,2.0,15964,39245,23281,0.3895274584929757,0.8339719029374202,0.9591315453384419,1410,214,43,0,initial port
0b1829ef88c05a677f36a15c2a24bd49ab01b085,False,1,98,16164,2661,164.9387755102041,11722,4526,-7196,0.0,0.0,0.3415141430948419,62240,10277,2112,1121,"Update to gopsutil v3.21.1 to allow builds to work for darwin arm64 (#10697)

* Update to v3.21.1 to allow builds to work for darwin arm64

Co-authored-by: Megan Marsh <megan@hashicorp.com>
Co-authored-by: Adrien Delorme <adrien.delorme@icloud.com>"
980deeb6845e1c79155a4257bc0026faaebfd51c,False,1,4,346,164,86.5,4,436,432,0.5165562913907285,0.8874172185430463,0.8675496688741722,3133,462,58,15,"Implement hcp packer data source. This is a rough copy of the terraform provider's data source, to make beta user experience consistent across both sources"
44616d3bffaddfd31c7e9fa6c2a321172e028d20,False,1,13,133,29,10.23076923076923,56,153,97,0.9137931034482759,1.0,1.0,14140,2510,417,18,"refactor initialization out from packer configs + tests (#9627)

The initialization of packer core in JSON also validates that `null` variables were set, except in the case of `packer validate --syntax-only` , but after the refactor to allow to have all commands work with HCL2 and JSON this subtlety was lost.

This refactors the initialisation of the core in order to allow to have `packer validate --syntax-only` not error in case a variable is not set. Since these calls are refactored this works for HCL2 too.

fix #9478"
1d01ad3651cdbea63b0ad36de1580311a4eafc7e,False,1,1,17,17,17.0,1,24,23,0.9090909090909091,1.0,1.0,4320,705,125,2,feat: print all locals errors when there is a circular error (#11527)
fbbda0f9d99bfa1867c6cb2a7e4bdf6e3ded2ec4,False,1,3,102,54,34.0,17,163,146,0.27906976744186046,0.1511627906976744,1.0,8511,1398,223,6,"Sensitive locals (#10509)

* Allow locals to be delcared as individual blocks, and give them the Sensitive flag

* add docs for new local block

* linting

* add tests

* modified parsing to use schema, check for dupes properly

* update comment

fix wording a liiitle

* add tests for duplicate variables definition in two different files

* remove unnecessary slice initialisation

* fix crash by returning when decode error is hit

* parseLocalVariables: only treat a local vars if its not nil

also return in case of error
return locals in case of error too

* fix duplicate_locals test for windows

Co-authored-by: Adrien Delorme <azr@users.noreply.github.com>"
bd3112fa7c433cf11bf83aa5c248f30933521d4f,False,1,1,10,10,10.0,6,4,-2,1.0,0.0,0.0,1385,211,39,1,parseLocalVariables: simplify loop
0993c976fab3d11dcb9db85f9f40ae8a7efb0ed4,False,1,1,56,56,56.0,2,107,105,0.3611111111111111,0.0,1.0,6447,1102,192,4,"hcl2_upgrade escaped quotes fix (#10794)

* clean up extra quoting that can cause text template failures. when everyone else abandons you, regex will always be there.

* LINTING"
502708b86ae27f37ebcf6ba0269ff430f15e5035,False,1,1,112,112,112.0,48,64,16,1.0,1.0,0.0,6194,1066,185,7,Refactor hcl2_upgrade (#10787)
645cdf1a59e54faadfc8127db12248f0de123c16,False,1,76,27456,9538,361.2631578947368,305,30829,30524,0.4007175692342191,0.7993609149007737,0.6173337818141047,160879,24049,4776,1325,Updating the modules to include update to autorest 12.4
4d9fb629c60fddad0ebecde8538977079d3b9641,False,1,11,1004,419,91.27272727272727,283,839,556,0.1396508728179551,0.7880299251870324,0.9600997506234414,28969,3798,613,46,Allow using API tokens for Proxmox authentication (#10797)
d2f036ec44c00a2b50078787e6f3a5690f83c492,False,1,14,2581,706,184.35714285714286,0,3412,3412,0.269897732325478,0.6073810582481103,0.8772787905735883,14365,2315,413,96,"Revert ""Revert ""Merge pull request #7391 from carlpett/proxmox-builder""""

This reverts commit 032527ecfe2c5a9fcbe32c63cdf7755f2777df88."
e8d8fd62058f627c07677a8a95561d0ee816e2e6,False,1,14,636,218,45.42857142857143,296,365,69,1.0,1.0,1.0,4585,821,129,50,Refactor vSphere driver
98b2f9943602a99274524ff858dbede3c1c0ce26,False,1,2,42,40,21.0,0,43,43,0.05,0.0,0.0,1678,295,36,3,Resize disk
3b523e147e813838327ac04a9f5459f5e4e6999c,False,1,11,700,176,63.63636363636363,298,592,294,0.33064516129032256,0.38911290322580644,0.8528225806451613,17004,2010,262,22,add config opt to additional storage to cloned vm
cb782c223a5952eb838edd73037a53ed0cf37905,False,1,6,89,25,14.833333333333334,36,55,19,0.7272727272727273,0.6363636363636364,0.0,4310,737,82,10,Cluster support (#61)
e929b193e0a809ba7d03d650003ff26e81643324,False,1,3,12,7,4.0,0,13,13,0.0,0.14285714285714285,1.0,4032,679,74,3,'notes' option (#185)
f46f373e3a19a7bd3a5d459c48d2284ac3b4d0a1,False,1,23,412,56,17.91304347826087,239,173,-66,0.0,0.0,0.0,8169,1405,169,28,Code cleanup
268e95364fec8b61a6f8f539ad2e27e57bf34991,False,1,6,296,115,49.333333333333336,25,339,314,0.26282051282051283,0.2692307692307692,0.967948717948718,9957,1359,132,12,Adds vApp properties config and save public ssh key to a vApp property (#9507)
395ce39611647f1d97576cae79e21765c5882a3f,False,1,2,47,45,23.5,2,45,43,0.0,0.0,1.0,3986,660,74,2,"Support redefining network in vsphere-clone builder

Fixes #226"
942bfbf2214b2d2cdc42002c23c08571ad2a2d74,False,1,37,626,147,16.91891891891892,143,958,815,0.41651376146788993,0.5174311926605505,0.9651376146788991,24602,4009,619,185,Add driver mocks and write tests to steps Remote Upload and Create VM (#9833)
349a300213b8a34ce1a7030ad153f892d55dfd9e,False,1,1,1,1,1.0,0,90,90,0.0,0.9866666666666667,1.0,396,72,9,1,"Add new disk to existingDevices list (#10844)

* add new disk to existingDevices list

* add tests"
