sha,is_merge,parents_count,modified_files_count,code_churn,max_file_churn,avg_file_churn,deletions,insertions,net_lines,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_token_count,total_nloc,total_complexity,total_changed_method_count,commit_message
da97f46958d7bf51fd4d2f6427bc3d4f16edbbe5,False,1,1,18,18,18.0,18,60,42,0.0,1.0,1.0,3314,504,95,3,"plugin-getter: don't rely only on version for list

The plugins installed command list installed plugins, and prints out all
their paths and versions.

The results are listed in a list of unique versions, in ascending
order.

When listing plugins outside of a specific identifier however, because
of the insertion in the list works, we only consider the version number,
and ignore all subsequent insertions with the same version.

This causes a problem when we have multiple plugins installed with the
same version, as only the first one that is discovered (typically the
one with lexicographical precedence) gets inserted, and the others are
ignored.

To support such a use case, we change the insertion routine to not only
support versions, but also paths when finding a spot to insert the
installation into."
ac076366331e0f999506ec80dade0d863d431556,False,1,1,1,1,1.0,0,1,1,,,,1626,273,23,0,"Add VirtualBox as known plugin prefix

It was found in https://github.com/hashicorp/packer/issues/12715 that the bundled version of the
Virtualbox plugin was not included in the bundled plugin warning. This miss lead to a user consistently
receiving warning even when addressing the reported warning."
434a1637f85be46c1e6ee585d9d45be7531a5d8b,False,1,1,52,52,52.0,13,39,26,1.0,1.0,1.0,1195,198,46,2,"hcl2template: fix func to get vars from a config

The previous implementation of the GetVarsByType function worked only on
top-level attributes, ignoring the nested blocks in the structure.

This implies that if a datasource depends on another through an
expression within a nested block, we may not execute it first, and then
executing this datasource before its dependent is possible, resulting in
an error in the end.

This commit is an attempt at making this more reliable for HCL configs,
but only works on configs lifted from HCL files for now. We need to make
this more reliable for later iterations."
f8ebf69c0de67c0a297d2d5c64dd962989ad59fd,False,1,1,3,3,3.0,0,25,25,1.0,1.0,1.0,1110,210,38,1,"telemetry: Add nil check in SetBundledUsage

Invoking Packer with the  CHECKPOINT_DISABLE env. variable the telemetry reporter is left uninitialized in order to disable telemetry reporting.
Any method calls on the nil reporter is expected to check if the reporter is active or in NOOP mode. This change fixes a crash when calling SetBundledUsage()
on a nil CheckpointTelemetry type that occurs when using a bundled plugin with CHECKPOINT_DISABLE=1."
848039dcdb2a150b0271e044407327e7ec8ec347,False,1,1,3,3,3.0,183,244,61,0.15384615384615385,0.5576923076923077,1.0,1992,335,78,1,"Update plugin discover testing

* Add test case for loading plugin in CWD
* Add test case to validate checksume files are ignored
* Update Discover to include CWD ""."" in PluginFolders if KnowPluginFolders is unset"
60c66fdf9fa0f30986f5b857f4fc69f6a21834dc,False,1,1,48,48,48.0,100,31,-69,0.9230769230769231,0.0,0.0,839,157,29,5,"Add additional validation for manually set project ids

When setting a project id via the HCP_PROJECT_ID env the client will try to validate the project
by checking that it has an associated registry. If the project is invalid or not a valid UUID an error
will be displayed to the user

* Add comment to clarify usage of SDK loaded env. variables"
4347e8cee80729e85fadca9b2dcc6fd564115ce9,False,1,2,12,9,6.0,7,6,-1,0.0,,,2564,423,99,2,"Default to PuluginFolders is KnownPluginFolders is unset

* PACKER_PLUGIN_PATH takes precedence over all"
925cb5e5411d670af9f9e729b8a61daeb4f8b62d,False,1,3,60,55,20.0,3,222,219,0.1657754010695187,0.8502673796791443,1.0,858,172,36,4,"hcp: support HCP_PROJECT_ID environment variable

With HCP supporting multi-projects now, Packer needs to take it into
account when picking a project from an organisation.

This commit adds two cases:

1. multiple projects are defined, none is supplied through
   HCP_PROJECT_ID: in this case we will default to the oldest project
   defined for the organisation.

2. we supply HCP_PROJECT_ID: in this case, we pick the project with the
   corresponding ID, and use it for publishing metadata."
8f67444311625a22272148496506c4e0fd8b2e2c,False,1,1,4,4,4.0,1,79,78,0.0,0.9016393442622951,1.0,3835,674,119,1,"Update JSON template does not return substitute values in 1.8.6 version (#12290)

This change fixes a regression introduced in Packer 1.8.6, where configurations custom builder names
, via the name attribute, would internally interpolate the proper build names, but would display the
name to STDOUT as uninterpolated values. The change updates the creation of a CoreBuild for legacy JSON templates
to use use the interpolated name as the final build type, which gets rendered to the screen.

Test Results Before Fix
```
~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v
--- FAIL: TestCoreBuild_buildTypeIntepolation (0.01s)
    core_test.go:930: build type interpolation failed; expected ""test.mybuild-RandomToken"", got ""test.{{user `build_name`}}""
    core_test.go:930: build type interpolation failed; expected ""test.build-vardata"", got ""test.{{user `build_name`}}""
    core_test.go:930: build type interpolation failed; expected ""test.build-12345"", got ""test.{{user `build_name`}}""
FAIL
```

Test Results After Fix
```
~>  go test ./... -run='TestCoreBuild_buildNameIntepolation' -v
=== RUN   TestCoreBuild_buildTypeIntepolation
--- PASS: TestCoreBuild_buildTypeIntepolation (0.01s)
PASS
```

Closes #12281"
095959ed6dc1f378ccf499e927da10845ed7808e,False,1,1,3,3,3.0,0,61,61,0.0,0.25,1.0,6714,1106,219,1,"Fix crash when variables block is undefined

This change fixes a crash that occurs when trying to add undeclared variables into an empty
variables map. The variables block when defined will always be non-nil but in the case
where variables are declared and initialized from a legacy JSON variables file the map
must be initialized first."
d880d1bca7a0acae9fbe001cd38658f565710aac,False,1,1,16,16,16.0,8,57,49,0.1702127659574468,1.0,1.0,2625,465,98,2,"Update ReadFromHCLBuildBlock to use the hcp_packer_registry.Description

In packer v1.8.5, the bucket's description was not properly set in the
bucket object we use for HCP, therefore all the buckets created by
Packer did not have their description updated.

Before the change
```
--- FAIL: TestReadFromHCLBuildBlock (0.00s)
    --- FAIL: TestReadFromHCLBuildBlock/configure_bucket_using_only_hcp_packer_registry_block (0.00s)
        types.bucket_test.go:380: expected the build to to have contents of hcp_packer_registry block but it does not:   &registry.Bucket{
                Slug:         ""hcp_packer_registry-block-test"",
            -   Description:  """",
            +   Description:  ""description from hcp_packer_registry block"",
                Destination:  """",
                BucketLabels: {""org"": ""test""},
                ... // 5 identical fields
              }
FAIL
FAIL    github.com/hashicorp/packer/internal/hcp/registry       1.072s
FAIL
```

After Change
```
~>  go test ./...
?       github.com/hashicorp/packer/internal/hcp/api    [no test files]
ok      github.com/hashicorp/packer/internal/hcp/env    (cached)
ok      github.com/hashicorp/packer/internal/hcp/registry       1.130s

```"
4d559e23b7d3d8a8b9db3165a6b933b6647e818f,False,1,1,20,20,20.0,10,40,30,0.55,1.0,0.95,4250,690,121,3,"hcl2: don't warn on excluded post-processor (#12187)

* hcl2template: use && for chaining conditions

For deciding if we need to run an error provisioner block, we checked
using a nested if that we didn't need to avoid running it.

This is unnecessary, and adds a superfluous level of inbrication to the
code, so we chain both conditions with &&.

* hcl2: don't warn on excluded post-processor

When a post-processor is excluded through the -except command-line
argument for packer build, we used to print a warning on HCL2 templates
if this except statement did not match a build.

However, since we can use the except option to avoid running
post-processors, we should account for this as well when printing out a
warning that there were no matches.

This commit adds this counter to the except checks for the
post-processors as well."
9002ac263fe98f1972684244eda5ae44b2f231c3,False,1,1,10,10,10.0,3,47,44,0.3,0.925,1.0,1040,178,26,1,"Update BuildBlock with valid HCL2Ref (#12167)

While looking into #11932 I found that Packer will throw an error when
an unknown source is referenced from within the sources attribute for
a build block. The hcl.Diagnostics error includes a Subject, which
should highlight where in the HCL2 configuration file the unknown source resides.
But when creating the BuildBlock no HCL2Ref data is copied over, thus the
Subject is displayed with with zero value for an hcl.Range type.

This change updates the build creation logic to copy the HCL2Ref data
from the build block at decode time so that it can be properly
referenced downstream.

Closes #11932

Failure due to change in output
```
--- FAIL: TestValidateCommand_ShowLineNumForMissing (0.00s)
    --- FAIL: TestValidateCommand_ShowLineNumForMissing/test-fixtures/validate-invalid/missing_build_block.pkr.hcl (0.00s)
        validate_test.go:377: Unexpected output:   (
                """"""
                Error: Unknown source file.cho

            -     on  line 0:
            +     on test-fixtures/validate-invalid/missing_build_block.pkr.hcl line 6:
                  (source code not available)

                ... // 4 identical lines
                """"""
              )
        validate_test.go:379:
FAIL
FAIL    github.com/hashicorp/packer/command     1.002s
```"
9d9f6d3a9a3b8b75879b3438f96b3f10c2875b26,False,1,1,4,4,4.0,1,53,52,0.0,0.9791666666666666,1.0,3427,514,98,1,"packer: try previous ver. on unavailable checksum

When Packer tries to get the latest version of a plugin, it will attempt
to get the latest version from a list that is picked from the list of
releases, fetched directly from Github.

What may happen is that a release is triggered, the assets are not yet
available, including the checksum file, which is uploaded last, at the
end of the release process.

This causes any client that tries to get the latest version of a plugin
to fail during that window, as the code will fail immediately whenever a
checksum file is unavailable.

To circumvent this issue, and fallback to a previous version, we
acknowledge that a checksum was unavailable then trying to get the
latest version, and fallback to a previous one."
68ddb2f89d898a2a52e44dac02d82383fa440455,False,1,1,2,2,2.0,1,22,21,0.3333333333333333,1.0,1.0,6488,1070,211,1,"hcl2_upgrade: add share_image_gallery workaround (#12087)

In azure templates, the shared_image_gallery was mistakenly considered
an attribute while this is supposed to be a block.

This is due to a heuristic we use for deciding whether a JSON object is
to be translated to an attribute or a block that fell short as the
shared_image_gallery does not contain complex types.

This cannot be fixed trivially for the general case, so we add this
entity to the list of workarounds until we can implement something more
robust."
296562614f3b23fdc7ec47e6de1aab6def3214e8,False,1,1,14,14,14.0,7,7,0,,,,6484,1070,210,3,"hcl2_upgrade: fix liniting issues with fmt.Sprintf

Some literal strings without format-string directives nor arguments were
littered around the hcl2_upgrade command's code, which is pointed out by
the linters.

Since they serve no purpose, we remove them."
a298617ecb0c11fd0c955158a70aac942f75a358,False,1,2,18,10,9.0,17,99,82,0.018518518518518517,0.7037037037037037,1.0,6314,1042,174,2,"command/build: warn and exit when nothing to build

When a `packer build' is run on a config that does not define anything
to be built, the process would run normally, and only state that no
artifacts were produced after builds were run successfully.

This is misleading as we reach the end of the command without having a
proper warning that nothing was even attempted to be built.

This commit adds a warning when that happens, and leaves immediately
after."
6794c6053a7cdb8e845d3a4848f344eeea7bd453,False,1,1,13,13,13.0,0,13,13,0.0,0.0,1.0,1234,205,35,1,"hcl2template: only iterate on known HCP datasource (#11883)

When we try to validate a build that contains references to
hcp_packer_image, the data is not fetched, and the value is therefore
unknown.

However, during the decoding phase for the build blocks, we attempt to
fetch the ancestry information for the current build, from the
information previously fetched from HCP.

Since we're validating, there's no way this is set, and attempting to
cast without checking causes Packer to crash on the conversion.

To avoid this, we only attempt this conversion if the value is known.

Closes #11870"
2ad15617cc8d63825527522700ec6a98f458364a,False,1,1,4,4,4.0,0,4,4,0.0,0.0,1.0,4350,711,125,1,"core/hcl2: Fix issue preventing builds from pausing between provisioners when the `--debug` argument has been passed (#11537)

* Update HCL2 PackerConfig to call SetDebug mode for CoreBuild when --debug flag is passed

```
~>  packer build --debug /tmp/source.pkr.hcl
Debug mode enabled. Builds will not be parallelized.
null.example: output will be in this color.

==> null.example: Pausing after run of step 'StepConnect'. Press enter to continue.
==> null.example: Pausing before the next provisioner . Press enter to continue.
==> null.example: Running local shell script: /var/folders/vz/rv7bk6v15211jxg8q801f7kw0000gq/T/packer-shell4149319610
    null.example: hi
==> null.example: Pausing before the next provisioner . Press enter to continue.
==> null.example: Running local shell script: /var/folders/vz/rv7bk6v15211jxg8q801f7kw0000gq/T/packer-shell3210691290
    null.example: hi 2
==> null.example: Pausing after run of step 'StepProvision'. Press enter to continue.
==> null.example: Pausing before cleanup of step 'StepProvision'. Press enter to continue.
==> null.example: Pausing before cleanup of step 'StepConnect'. Press enter to continue.
Build 'null.example' finished after 8 seconds 284 milliseconds.

==> Wait completed after 8 seconds 284 milliseconds

==> Builds finished. The artifacts of successful builds are:
--> null.example: Did not export anything. This is the null builder
```

* Add call to SetOnError, and SetForce"
e03ad29ca0fc6055b10e32830f2d3eaeaf6c2169,False,1,2,39,32,19.5,28,104,76,0.0,1.0,1.0,7818,1285,210,3,"Sanitize var code (#11566)

* evaluateLocalVariables: modify code for readability and some (not benchmarked) perfs

* Make default input variable type the DynamicPseudoType

This should be the default, and avoids a panic. This type can represent situations where a type is not yet known. Its meaning is undefined in cty.

* do not take Empty types from default value

* Update types.variables.go

Co-authored-by: Wilken Rivera <wilken@hashicorp.com>"
119a82529627de84dd81b3de4a9b27abe04c3ecb,False,1,1,19,19,19.0,329,528,199,0.08387096774193549,0.5290322580645161,1.0,1760,289,60,2,"Update CreateIntialBuildForIteration to initialize each build its own map (#11574)

* Rename mock bucket test file

* Add failing tests for reproducing #11573

```
=== RUN   TestBucket_CreateInitialBuildForIteration
2022/02/16 16:22:21 [TRACE] creating initial build for component happycloud.image
--- PASS: TestBucket_CreateInitialBuildForIteration (0.00s)
=== RUN   TestBucket_UpdateLabelsForBuild
2022/02/16 16:22:21 [TRACE] creating initial build for component happycloud.image
    types.bucket_test.go:87: expected the initial build to have an additional build label but thee is no diff: """"
--- FAIL: TestBucket_UpdateLabelsForBuild (0.00s)
=== RUN   TestBucket_UpdateLabelsForBuild_withMultipleBuilds
2022/02/16 16:22:21 [TRACE] creating initial build for component happycloud.image
2022/02/16 16:22:21 [TRACE] creating initial build for component happycloud.image2
    types.bucket_test.go:125: Comparing component build labels: map[based_off:alpine source_image:another-happycloud-image version:1.7.0]
         against global build labels: map[based_off:alpine source_image:another-happycloud-image version:1.7.0]
    types.bucket_test.go:128: expected the initial build to have an additional build label but they are equal
    types.bucket_test.go:125: Comparing component build labels: map[based_off:alpine source_image:another-happycloud-image version:1.7.0]
         against global build labels: map[based_off:alpine source_image:another-happycloud-image version:1.7.0]
    types.bucket_test.go:128: expected the initial build to have an additional build label but they are equal
--- FAIL: TestBucket_UpdateLabelsForBuild_withMultipleBuilds (0.00s)
FAIL
FAIL    github.com/hashicorp/packer/internal/registry   0.646s

```

* Update CreateIntialBuildForIteration to initialize each build with a new map

Previously upon creating the initial build the same map, which was
initialized for the build_labels argument was being shared across all
build images. This was causing an issue with labels being backed by the
same map for all builds. This change ensures that all builds get their
own map with any global build labels copied over during the initial creation.

Closes #11573

Passing tests with changes on branch
```
RUN   TestBucket_CreateInitialBuildForIteration
2022/02/16 16:37:40 [TRACE] creating initial build for component happycloud.image
--- PASS: TestBucket_CreateInitialBuildForIteration (0.00s)
=== RUN   TestBucket_UpdateLabelsForBuild
2022/02/16 16:37:40 [TRACE] creating initial build for component happycloud.image
--- PASS: TestBucket_UpdateLabelsForBuild (0.00s)
=== RUN   TestBucket_UpdateLabelsForBuild_withMultipleBuilds
2022/02/16 16:37:40 [TRACE] creating initial build for component happycloud.image
2022/02/16 16:37:40 [TRACE] creating initial build for component happycloud.image2
    types.bucket_test.go:125: Comparing component build labels: map[based_off:alpine source_image:another-happycloud-image version:1.7.0]
         against global build labels: map[based_off:alpine version:1.7.0]
    types.bucket_test.go:125: Comparing component build labels: map[based_off:alpine source_image:the-original-happycloud-image version:1.7.0]
         against global build labels: map[based_off:alpine version:1.7.0]
--- PASS: TestBucket_UpdateLabelsForBuild_withMultipleBuilds (0.00s)

```

* Handle errors from bucket methods

* Update test cases

Initialize maps for bucket when calling NewBucketWithIteration"
0362a3ec10339db86107fea89e8d3a68c5403071,False,1,4,8,2,2.0,4,95,91,0.05,1.0,1.0,2633,244,19,5,"all shells: Pass env vars through a key value store (#11569)

* allowing to set shell env vars from a key/value map.
* tests

This new map will work alongside the `environment_vars` but it allows using a
datasource value seamlessly. At validation, and because `environment_vars` was
an array of strings containing `KEY=value`, using datsources would not work,
because these values are not known yet and would evaluate to `<unknown>`. With
this, the value and the key can be unknown and will validate correctly for
datasources."
5d17d7fe65f9e26fbf7cce96449161e91bb37fb7,False,1,3,123,108,41.0,62,61,-1,0.5,1.0,0.0,9811,1611,263,10,"prevent duplicate local block creation (#11534)

* prevent duplicate local block creation

* remove duplicate locals block bug

* local variables: first get block, then decode it + simplify retry loop

* Update types.packer_config.go

* revert go get of hcl lib"
927093e5c0026425a799f4fad83729acc712d9d9,False,1,1,3,3,3.0,1,18,17,,,,6514,1107,193,1,improve regex to fix escaping on split function (#11083)
6867456a72dd77bfcb4cdb745ea404e3d74ba913,False,1,1,6,6,6.0,1,5,4,0.0,0.0,1.0,1729,286,70,2,Implemented DEFAULT_NAME handling for datasource plugins (#11026)
f6f2469d4d73966eabbf366a981e161f350a43e7,False,1,2,60,58,30.0,1,186,185,0.11805555555555555,0.8263888888888888,1.0,1015,169,14,3,"fix: HCL ""index"" function now actually returns the index of the element (#11008)"
0993c976fab3d11dcb9db85f9f40ae8a7efb0ed4,False,1,1,56,56,56.0,2,107,105,0.3611111111111111,0.0,1.0,6447,1102,192,4,"hcl2_upgrade escaped quotes fix (#10794)

* clean up extra quoting that can cause text template failures. when everyone else abandons you, regex will always be there.

* LINTING"
610dde7f02327b6c37a480b7074e07cc09e64814,False,1,1,9,9,9.0,0,26,26,0.0,0.0,1.0,6097,1051,181,2,check for nil config map (#10730)
f2f33fa3449072ee64fa2f39fd9f7f03f7ed9a04,False,1,1,1,1,1.0,1,0,-1,1.0,0.0,1.0,1191,159,19,1,Correct SIG timout (#10816)
794e83b171af516781af93e7adc27bc63d1b4170,False,1,3,10,5,3.3333333333333335,5,13,8,0.0,0.0,1.0,13783,2067,400,2,"Proxmox builder return first ipv4 address (#10858)

* Check if IP address is IPv4 before returning it

Returns the first IPv4 address instead of the first IP address which is an IPv6 for Windows VMs

* Updated the go module

* Reversed the order of checks

First check if it's a loopback and check for ipv4 afterwards"
d81c02b4563383aeb449d31ec0476380de1ac53c,False,1,4,112,58,28.0,59,398,339,0.18996415770609318,0.5161290322580645,1.0,8411,1301,270,6,"Fix primary disk resize on clone and add tests (#10848)

* Fix primary disk resize on clone and add tests

* remove commented tests"
349a300213b8a34ce1a7030ad153f892d55dfd9e,False,1,1,1,1,1.0,0,90,90,0.0,0.9866666666666667,1.0,396,72,9,1,"Add new disk to existingDevices list (#10844)

* add new disk to existingDevices list

* add tests"
1e312ebc21d7d1de7e923b163975b427986bf1b3,False,1,3,10,4,3.3333333333333335,0,10,10,0.0,0.0,1.0,2375,341,48,3,"Fix description that was ignored in Osc builder (#10792)

Signed-off-by: Matthias Gatto <matthias.gatto@outscale.com>"
80f807de4d1972713f1cd55afc5407a5798e1de5,False,1,1,2,2,2.0,1,1,0,,,,1349,249,73,1,Fix issue with test breaking default value when client_cert_token_timeout is missing (#10783)
d0737dcd17f23ebc535eb2e82ab700b8be15e393,False,1,2,8,4,4.0,6,2,-4,1.0,0.0,0.0,5344,571,73,1,skip DownloadPathKey and ShouldUploadISO on mapstructure-to-hcl2 (#10772)
77ce2b39d86794e9245afdc3815905478f1dad1f,False,1,1,6,6,6.0,3,29,26,0.0,1.0,1.0,2911,444,88,2,"Fix the version parsing in ChecksumFileEntry.init() so that plugins whose name contain v's can `packer init` (#10760)

* fix
* test"
33cf6bf45435dcbafcd954a7edc164056eaf989f,False,1,1,2,2,2.0,1,1,0,,,,979,154,47,1,Fix logic for checking for KMS keys (#10754)
273a7204405f99172b02dee56501ad7b0c6cbca3,False,1,6,71,50,11.833333333333334,27,61,34,0.0,0.7,1.0,11717,1173,129,9,Add client_cert_token_timeout to address GH-9465 (#10528)
ff5b55b560095ca88421d3f1ad8b8a66646b7ab6,False,1,2,81,54,40.5,41,140,99,0.0,0.8529411764705882,1.0,4044,554,100,3,chef-solo: json_string to HCL2 templates compatibility (#10655)
9a11fd4136023d85ffde1115677042a1b04a6193,False,1,35,16801,6128,480.0285714285714,1131,15680,14549,0.7817950581395349,0.8504723837209303,0.9182412790697675,801052,135071,26690,1055,Update amazon sdk (#10668)
c4a22e9a56d4456311104daa41df0450eebdf4cc,False,1,1,4,4,4.0,4,0,-4,1.0,1.0,0.0,1574,283,52,1,fix packer interpolation of packer log path (#10660)
317e2da00074205a99b7a9a05be41a63271a85a1,False,1,1,8,8,8.0,2,6,4,0.0,0.0,0.0,2216,241,26,1,azure client sig fix: don't overwrite subscription id if unset (#10659)
37d05c85ff7df87b5518c7608758e8328c849b0d,False,1,1,3,3,3.0,3,8,5,0.0,0.0,1.0,5644,989,170,1,upgrade pause_before (#10654)
bd7b31853e67abfd013691b883ff6221729c7e37,False,1,2,6,4,3.0,269,255,-14,,,,2582,429,110,1,Multi plugin naming (#10608)
e0557f84e93ede2ed89a71ef4733aca03c94752c,False,1,1,54,54,54.0,17,171,154,0.75,0.8125,1.0,5624,986,169,4,Add access config to generated amazon ami data source (#10634)
2c08479825ef599bb1756ecd5f65eef8704e8575,False,1,1,5,5,5.0,1,4,3,0.0,0.0,1.0,346,56,13,1,add AWS API call retries on AMIGetFilteredImage (#10610)
6c77d28537f81465a7d733f0e53eb6e6c346c584,False,1,11,918,276,83.45454545454545,452,544,92,0.29577464788732394,0.7887323943661971,0.9014084507042254,15062,1612,175,15,proxmox: Fix additional_iso_files (#10586)
f5006d0842fc628af34761b360261dc8e5ed821d,False,1,1,8,8,8.0,4,265,261,0.0,0.2857142857142857,1.0,3895,643,112,1,fix empty locals and source name with blank space (#10593)
9afaa5a21f4f34f1708ca02b1d1ea18512ff049e,False,1,2,145,132,72.5,11,135,124,0.13333333333333333,0.0,0.44761904761904764,2794,399,80,13,Profitbricks builder fixes (#10549)
ef4afafde9e942ecc3f90baa47aee6423d84eac4,False,1,4,42,16,10.5,17,123,106,0.0,0.96,1.0,5204,870,140,5,Fix force flag for hcl2 provisioners and post-processors (#10571)
c3266cc3b076c0eda69a637f175a8cf54ac7db36,False,1,1,2,2,2.0,20,20,0,,,,2055,292,51,1,remove indexing from cdrom command and let qemu handle it (#10519)
e588029d6a3e8e3ac52b9fee980316faaa96071b,False,1,5,301,239,60.2,122,187,65,0.0,0.9411764705882353,1.0,5012,606,65,7,yandex: some fix (#10522)
490616a301200857118e0468a99b0d454b27075c,False,1,1,5,5,5.0,0,5,5,0.0,0.0,1.0,511,76,14,1,Improve cloud init logging for proxmox builder (#10499)
889e42443a3b80ca31c69185912210c141912de3,False,1,1,2,2,2.0,1,1,0,,,,650,115,3,1,Fix 2nd binding of string reverse for list reverse (#10380)
f8e85f94fdd0ed19edc785658bf8ff221851be51,False,1,1,8,8,8.0,5,3,-2,,,,1376,216,38,1,fix set user-agent (#10361)
355b93730b3f35f4f7e70e27d693d1ef3e2cce84,False,1,4,47,24,11.75,3,80,77,0.1276595744680851,0.1702127659574468,1.0,6545,1071,177,6,Gcp oslogin issue 10170 (#10360)
f5d5e280124a78fd1adbf8aa6e71110b064f4828,False,1,1,2,2,2.0,1,1,0,,,,335,53,9,1,Update step_copy_disk.go (#10333)
89199a4c57bf9aba51289de49d43b95cd81a6522,False,1,1,3,3,3.0,1,2,1,,,,6089,927,191,1,WaitForIP should not return an error if an IP is not found (#10321)
d82b9d2072947f9a6f5035badc934f961dbb6617,False,1,2,17,10,8.5,7,10,3,0.0,0.0,1.0,2472,355,63,3,"builder/qemu: Add ok check for state values (#10249)

This changes fixes two crashes in `step_run` that expects certain
information to be in state from prior steps. This change requires
testing to ensure the bugs have been fixed.

I believe there may be more state values that need to be checked as they
may not be put into state if a build configuration has attributes that
would skip or otherwise not put data into the statebag."
67e2c0b83ccdc71f7098686d45b68eaf50814f65,False,1,2,10,8,5.0,1,9,8,1.0,1.0,1.0,160,41,7,3,"Add nullStep as return for multistep.If (#10247)

This change introduces a new nullStep type that can be used in place of
a nil step. This fixes an issue where multistep.If would return a nil
step if the condition was not met causing a builder to crash when
executed using `-on-error=ask` or `-on-error=abort`.

Closes #10241"
c4866504e157db4b3524d81a6eded234f5a18dcd,False,1,3,72,30,24.0,40,94,54,0.40540540540540543,1.0,1.0,1335,239,39,3,"respect the destroy flag in content library config (#10165)

* respect the destroy flag in content library config

* Make vsphere-clone respect delete_vm state tag; use a common delete func to prevent future drift"
